TABLE_SET_NAME,TABLE1,TABLE2,JOIN_COUNT,JOIN_EXECUTIONS,STATIC_COEFFICIENT,DYNAMIC_COEFFICIENT,TOTAL_AFFINITY,TOTAL_AFFINITY_MODIFIED,TABLE_MAP_ID
MedicalRecord,DMS_VIEWER,DMS_MEDIA_IDENTIFIER,1,2,0.5,0.33333,0.41667,0.01,243
MedicalRecord,DMS_VIEWER,DMS_MEDIA_INSTANCE,1,2,1,1,1,0.01,244
MedicalRecord,ITEM_INTERVAL_TABLE,INTERVAL_TABLE,2,78,1,1,1,0.01,245
MedicalRecord,SCR_TERM_DEFINITION,SCD_TERM,1,24,0.16667,0.4,0.28334,0.01,246
MedicalRecord,SCR_TERM_DEFINITION,SCR_TERM,1,24,1,1,1,0.01,247
MedicalRecord,SCR_TERM_DEFINITION,SCR_TERM_TEXT,1,24,1,1,1,0.01,248
MedicalRecord,PERSON_COMBINE_DET,ORDERS,1,188,0.00226,0.01292,0.00759,0.01,249
MedicalRecord,PERSON_COMBINE_DET,PENDING_COLLECTION,1,112,0.06667,0.06243,0.06455,0.01,250
MedicalRecord,PERSON_COMBINE_DET,PERSON_COMBINE,1,188,0.2,0.00407,0.10204,0.01,251
MedicalRecord,PERSON_COMBINE_DET,PERSON_NAME,1,291,0.00633,0.03737,0.02185,0.01,252
MedicalRecord,PERSON_COMBINE_DET,PRSNL,1,291,0.00403,0.00425,0.00414,0.01,253
MedicalRecord,PW_COMP_OS_RELTN,ORDER_SENTENCE,2,53,0.28571,0.34641,0.31606,0.01,254
MedicalRecord,MLTM_DRUG_NAME_MAP,MLTM_DRUG_NAME,1,6,0.5,0.5,0.5,0.01,255
MedicalRecord,SUBSCRIPTION_FILTER_MSG,SUBSCRIPTION,1,388,1,1,1,0.01,256
MedicalRecord,ALIQUOT_INFO_QUALIFIERS,COLLECTION_CLASS,1,20,0.5,0.07843,0.28922,0.01,257
MedicalRecord,ALIQUOT_INFO_QUALIFIERS,COLLECTION_INFO_QUALIFIERS,1,20,0.33333,0.625,0.47917,0.01,258
MedicalRecord,ALIQUOT_INFO_QUALIFIERS,SPECIMEN_CONTAINER,1,20,0.5,0.625,0.5625,0.01,259
MedicalRecord,MIC_RPT_PARAMS,MIC_REQ_RPT,2,1944,1,1,1,0.01,260
MedicalRecord,INVTN_WORKFLOW,INVTN_WORKFLOW_STATUS,1,3,1,1,1,0.01,261
MedicalRecord,TRACKING_ENCNTR_PRSNL_RELTN,TRACKING_ITEM,1,3,0.0125,0.00054,0.00652,0.01,262
MedicalRecord,SEAL,SEAL_PARTICIPANT,1,669,1,1,1,0.01,263
MedicalRecord,CCR_VIEW_SET_RELTN,CCR_CONTENT,1,34,1,1,1,0.01,264
MedicalRecord,CCR_VIEW_SET_RELTN,CCR_SET,1,34,1,1,1,0.01,265
MedicalRecord,CCR_VIEW_SET_RELTN,CCR_VIEW,1,34,0.33333,0.17708,0.25521,0.01,266
MedicalRecord,DCP_PATIENT_LIST,DCP_PL_RELTN,1,30,1,1,1,0.01,267
MedicalRecord,DCP_PL_CUSTOM_ENTRY,ENCOUNTER,2,6,0.00541,0.00012,0.00277,0.01,268
MedicalRecord,DCP_PL_CUSTOM_ENTRY,PERSON,2,6,0.00692,0.00009,0.00351,0.01,269
MedicalRecord,SPECIMEN_CONTAINER_VOLUME,SPECIMEN_CONTAINER,1,12,0.5,0.375,0.4375,0.01,270
MedicalRecord,LONG_BLOB,CE_EVENT_NOTE,4,44,0.14286,0.03083,0.08685,0.01,271
MedicalRecord,LONG_BLOB,CLINICAL_NOTE_TEMPLATE,2,72,0.07407,0.04537,0.05972,0.01,272
MedicalRecord,LONG_BLOB,DCP_FORMS_ACTIVITY_COMP,1,6,0.02941,0.00275,0.01608,0.01,273
MedicalRecord,LONG_BLOB,DIAGNOSIS,1,144,0.02326,0.05121,0.03724,0.01,274
MedicalRecord,LONG_BLOB,EKS_NOTIFICATIONS,2,721,0.09524,0.52436,0.3098,0.01,275
MedicalRecord,LONG_BLOB,EKS_NOTIFY_LOC_R,1,358,0.04545,0.21883,0.13214,0.01,276
MedicalRecord,LONG_BLOB,EKS_NOTIFY_PERSN_R,1,363,0.04545,0.22161,0.13353,0.01,277
MedicalRecord,LONG_BLOB,MESSAGE_TYPE_TEMPLATE_RELTN,1,16,0.04762,0.01164,0.02963,0.01,278
MedicalRecord,LONG_BLOB,NOMENCLATURE,1,144,0.0084,0.01721,0.01281,0.01,279
MedicalRecord,LONG_BLOB,NOTE_TYPE,1,16,0.03571,0.00951,0.02261,0.01,280
MedicalRecord,LONG_BLOB,NOTE_TYPE_TEMPLATE_RELTN,1,16,0.03846,0.0101,0.02428,0.01,281
MedicalRecord,LONG_BLOB,PAT_ED_DOCUMENT,1,4,0.03448,0.00275,0.01862,0.01,282
MedicalRecord,LONG_BLOB,PAT_ED_DOC_ACTIVITY,1,13,0.04348,0.00939,0.02644,0.01,283
MedicalRecord,LONG_BLOB,PAT_ED_DOC_LEAFLET_ACTIVITY,1,4,0.04348,0.00288,0.02318,0.01,284
MedicalRecord,LONG_BLOB,PAT_ED_RELTN,1,13,0.03333,0.00903,0.02118,0.01,285
MedicalRecord,LONG_BLOB,PRSNL,1,13,0.00375,0.00019,0.00197,0.01,286
MedicalRecord,LONG_BLOB,SCD_BLOB,1,99,0.04348,0.07138,0.05743,0.01,287
MedicalRecord,LONG_BLOB,SCD_STORY,1,6,0.025,0.0041,0.01455,0.01,288
MedicalRecord,LONG_BLOB,SCD_TERM,1,6,0.03846,0.0042,0.02133,0.01,289
MedicalRecord,LONG_BLOB,SCD_TERM_DATA,2,12,0.07143,0.00836,0.0399,0.01,290
MedicalRecord,WP_TEMPLATE_TEXT,DISCRETE_TASK_ASSAY,1,4,0.02041,0.00248,0.01145,0.01,291
MedicalRecord,WP_TEMPLATE_TEXT,LONG_TEXT,1,4,0.00571,0.00066,0.00319,0.01,292
MedicalRecord,WP_TEMPLATE_TEXT,RAD_TEMPLATE_ASSOC,1,4,1,1,1,0.01,293
MedicalRecord,WP_TEMPLATE_TEXT,RAD_TEMPLATE_GROUP,1,4,1,1,1,0.01,294
MedicalRecord,WP_TEMPLATE_TEXT,WP_TEMPLATE,1,4,1,1,1,0.01,295
MedicalRecord,PHONE,ADDRESS,7,71,0.04217,0.00666,0.02442,0.01,296
MedicalRecord,PHONE,CODE_VALUE,5,119,0.00853,0.0016,0.00507,0.01,297
MedicalRecord,PHONE,ENCNTR_ALIAS,1,8,0.00526,0.00067,0.00297,0.01,298
MedicalRecord,PHONE,ORDER_RADIOLOGY,2,84,0.0098,0.01116,0.01048,0.01,299
MedicalRecord,PHONE,PERSON_NAME,5,47,0.02016,0.00353,0.01185,0.01,300
MedicalRecord,PHONE,PERSON_ORG_RELTN,5,47,0.03788,0.00588,0.02188,0.01,301
MedicalRecord,PHONE,PERSON,9,95,0.02394,0.00135,0.01265,0.01,302
MedicalRecord,PHONE,PRSNL,2,24,0.00587,0.00032,0.0031,0.01,303
MedicalRecord,PHONE,DIAGNOSIS,1,16,0.00847,0.00218,0.00533,0.01,304
MedicalRecord,PHONE,PERSON_PERSON_RELTN,5,47,0.0463,0.00766,0.02698,0.01,305
MedicalRecord,PHONE,ORDERS,1,81,0.00187,0.00406,0.00297,0.01,306
MedicalRecord,PHONE,ORDER_CATALOG_SYNONYM,1,81,0.00389,0.00834,0.00612,0.01,307
MedicalRecord,PHONE,ENCOUNTER,3,40,0.00648,0.00073,0.00361,0.01,308
MedicalRecord,PHONE,PERSON_PRSNL_RELTN,2,24,0.01527,0.00248,0.00888,0.01,309
MedicalRecord,PHONE,RAD_EXAM,1,81,0.00741,0.01303,0.01022,0.01,310
MedicalRecord,PERSON,ADDRESS,8,135,0.02235,0.00195,0.01215,0.01,311
MedicalRecord,PERSON,CLINICAL_EVENT,2,11,0.00404,0.00011,0.00208,0.01,312
MedicalRecord,PERSON,DIAGNOSIS,1,16,0.00322,0.00024,0.00173,0.01,313
MedicalRecord,PERSON,ENCNTR_ALIAS,13,67,0.03504,0.00095,0.018,0.01,314
MedicalRecord,PERSON,ENCOUNTER,76,1909,0.13036,0.01705,0.07371,0.01,315
MedicalRecord,PERSON,ICLASS_ACC_ORDER_R,1,8,0.00333,0.00012,0.00173,0.01,316
MedicalRecord,PERSON,ORDERS,15,117,0.02098,0.00149,0.01124,0.01,317
MedicalRecord,PERSON,ORDER_ACTION,7,24,0.01367,0.00034,0.00701,0.01,318
MedicalRecord,PERSON,ORDER_CATALOG_SYNONYM,16,102,0.03678,0.00149,0.01914,0.01,319
MedicalRecord,PERSON,ORDER_DISPENSE,5,53,0.01629,0.00081,0.00855,0.01,320
MedicalRecord,PERSON,ORDER_RADIOLOGY,16,186,0.04178,0.00281,0.0223,0.01,321
MedicalRecord,PERSON,PERSON_NAME,8,281,0.01826,0.00391,0.01109,0.01,322
MedicalRecord,PERSON,PERSON_ORG_RELTN,6,50,0.01852,0.00075,0.00964,0.01,323
MedicalRecord,PERSON,PERSON_PATIENT,1,79,0.00311,0.0011,0.00211,0.01,324
MedicalRecord,PERSON,PERSON_PERSON_RELTN,7,60,0.02341,0.00093,0.01217,0.01,325
MedicalRecord,PERSON,PHONE,9,95,0.02394,0.00135,0.01265,0.01,326
MedicalRecord,PERSON,PROC_CLASSIFICATION,2,13,0.00685,0.0002,0.00353,0.01,327
MedicalRecord,PERSON,PRSNL,14,360,0.02682,0.00272,0.01477,0.01,328
MedicalRecord,PERSON,RAD_EXAM,7,128,0.02174,0.00197,0.01186,0.01,329
MedicalRecord,PERSON,RESOURCE_GROUP,1,78,0.00318,0.00119,0.00219,0.01,330
MedicalRecord,PERSON,SCH_EVENT_ACTION,1,5,0.00287,0.00008,0.00148,0.01,331
MedicalRecord,PERSON,TASK_ACTIVITY,1,8,0.00236,0.00012,0.00124,0.01,332
MedicalRecord,PERSON,TRACKING_CHECKIN,7,36,0.02174,0.00055,0.01115,0.01,333
MedicalRecord,PERSON,TRACKING_ITEM,14,143,0.03944,0.00205,0.02075,0.01,334
MedicalRecord,PERSON,TRACKING_LOCATOR,9,80,0.02866,0.00124,0.01495,0.01,335
MedicalRecord,PERSON,TRACKING_PRV_RELN,3,16,0.01,0.00025,0.00513,0.01,336
MedicalRecord,PERSON,DM_INFO,1,1,0.00226,0.00001,0.00114,0.01,337
MedicalRecord,PERSON,ALLERGY,5,94,0.01529,0.00142,0.00836,0.01,338
MedicalRecord,PERSON,ALLERGY_COMMENT,4,43,0.01347,0.00066,0.00707,0.01,339
MedicalRecord,PERSON,ENCNTR_PRSNL_RELTN,6,82,0.01734,0.00116,0.00925,0.01,340
MedicalRecord,PERSON,EXAM_DATA,2,5,0.00676,0.00008,0.00342,0.01,341
MedicalRecord,PERSON,MAMMO_STUDY,2,32,0.00683,0.0005,0.00367,0.01,342
MedicalRecord,PERSON,NOMENCLATURE,1,51,0.00258,0.00071,0.00165,0.01,343
MedicalRecord,PERSON,ORDER_CATALOG,6,15,0.01425,0.00022,0.00724,0.01,344
MedicalRecord,PERSON,ORGANIZATION,3,126,0.00862,0.00187,0.00525,0.01,345
MedicalRecord,PERSON,PERSON_ALIAS,20,2029,0.05495,0.02294,0.03895,0.01,346
MedicalRecord,PERSON,PFT_ENCNTR,1,144,0.00311,0.00206,0.00259,0.01,347
MedicalRecord,PERSON,PPR_CONSENT_POLICY,1,10,0.00339,0.00015,0.00177,0.01,348
MedicalRecord,PERSON,PPR_CONSENT_STATUS,1,10,0.00341,0.00015,0.00178,0.01,349
MedicalRecord,PERSON,RAD_LOAN_INFO,1,8,0.00346,0.00012,0.00179,0.01,350
MedicalRecord,PERSON,RAD_REPORT,3,36,0.00906,0.00055,0.00481,0.01,351
MedicalRecord,PERSON,REACTION,1,51,0.00324,0.00079,0.00202,0.01,352
MedicalRecord,PERSON,V500_EVENT_SET_EXPLODE,3,36,0.00946,0.00051,0.00499,0.01,353
MedicalRecord,PERSON,BILLING_ENTITY,1,144,0.00331,0.00219,0.00275,0.01,354
MedicalRecord,PERSON,CE_EVENT_PRSNL,2,11,0.00658,0.00017,0.00338,0.01,355
MedicalRecord,PERSON,HIM_EVENT_EXTENSION,1,3,0.00342,0.00004,0.00173,0.01,356
MedicalRecord,PERSON,IM_STUDY,1,4,0.00325,0.00006,0.00166,0.01,357
MedicalRecord,PERSON,PRSNL_GROUP,2,28,0.00671,0.00042,0.00357,0.01,358
MedicalRecord,PERSON,PULL_LIST,1,78,0.00342,0.00121,0.00232,0.01,359
MedicalRecord,PERSON,PULL_ORD_SCHED,1,78,0.00341,0.0012,0.00231,0.01,360
MedicalRecord,PERSON,RAD_RPT_LOCK,3,25,0.01007,0.00039,0.00523,0.01,361
MedicalRecord,PERSON,SCH_ENTRY,1,5,0.00303,0.00008,0.00156,0.01,362
MedicalRecord,PERSON,V500_EVENT_SET_CODE,1,8,0.00327,0.00012,0.0017,0.01,363
MedicalRecord,PERSON,ACCT_TEMPLATE,1,144,0.00342,0.00222,0.00282,0.01,364
MedicalRecord,PERSON,ENCNTR_DOMAIN,3,9,0.01031,0.00014,0.00523,0.01,365
MedicalRecord,PERSON,IM_STUDY_PARENT_R,1,4,0.00327,0.00006,0.00167,0.01,366
MedicalRecord,PERSON,ORDER_DETAIL,2,13,0.00549,0.00019,0.00284,0.01,367
MedicalRecord,PERSON,PERSON_PRSNL_RELTN,6,11,0.01875,0.00016,0.00946,0.01,368
MedicalRecord,PERSON,RAD_INT_CASE,1,1,0.00346,0.00002,0.00174,0.01,369
MedicalRecord,PERSON,RAD_INT_CASE_R,1,1,0.00346,0.00002,0.00174,0.01,370
MedicalRecord,PERSON,SCH_EVENT,2,22,0.00571,0.00033,0.00302,0.01,371
MedicalRecord,PERSON,SCH_EVENT_PATIENT,2,18,0.00621,0.00027,0.00324,0.01,372
MedicalRecord,PERSON,TRACKABLE_OBJECT,1,8,0.00329,0.00012,0.00171,0.01,373
MedicalRecord,PERSON,BORROWER_LENDER,1,8,0.00342,0.00012,0.00177,0.01,374
MedicalRecord,PERSON,CE_EVENT_ACTION,2,28,0.00664,0.00043,0.00354,0.01,375
MedicalRecord,PERSON,IMAGE_CLASS,1,8,0.00319,0.00012,0.00166,0.01,376
MedicalRecord,PERSON,ORG_EVENT_SET_RELTN,1,3,0.00344,0.00004,0.00174,0.01,377
MedicalRecord,PERSON,SCH_APPT,2,20,0.00585,0.0003,0.00308,0.01,378
MedicalRecord,PERSON,TRACKING_PRSNL,2,12,0.00651,0.00019,0.00335,0.01,379
MedicalRecord,PERSON,PCT_CARE_TEAM,2,107,0.00692,0.00166,0.00429,0.01,380
MedicalRecord,PERSON,CODE_VALUE_GROUP,2,107,0.00631,0.00162,0.00397,0.01,381
MedicalRecord,PERSON,MAMMO_FOLLOW_UP,1,28,0.00346,0.00043,0.00195,0.01,382
MedicalRecord,PERSON,RAD_INIT_READ,4,33,0.01379,0.00051,0.00715,0.01,383
MedicalRecord,PERSON,ACCOUNT,1,144,0.00331,0.00216,0.00274,0.01,384
MedicalRecord,PERSON,DCP_PL_CUSTOM_ENTRY,2,6,0.00692,0.00009,0.00351,0.01,385
MedicalRecord,PERSON,ENCNTR_PERSON_RELTN,2,13,0.00606,0.0002,0.00313,0.01,386
MedicalRecord,PERSON,RAD_FOL_UP_FIELD,2,32,0.0069,0.0005,0.0037,0.01,387
MedicalRecord,PERSON,SCH_EVENT_ALIAS,1,5,0.00338,0.00008,0.00173,0.01,388
MedicalRecord,PERSON,TRACK_REFERENCE,1,4,0.00329,0.00006,0.00168,0.01,389
MedicalRecord,PERSON,FOLDER,1,8,0.00333,0.00012,0.00173,0.01,390
MedicalRecord,PERSON,PERSON_COMBINE,1,29949,0.00342,0.37214,0.18778,0.01,391
MedicalRecord,PERSON,TASK_ACTIVITY_ASSIGNMENT,1,8,0.00297,0.00012,0.00155,0.01,392
MedicalRecord,PW_EVIDENCE_RELTN,PATHWAY_CATALOG,3,16,0.17647,0.02556,0.10102,0.01,393
MedicalRecord,PW_EVIDENCE_RELTN,PW_CAT_FLEX,2,13,0.2,0.17568,0.18784,0.01,394
MedicalRecord,PW_EVIDENCE_RELTN,PW_CAT_SYNONYM,3,16,0.375,0.31373,0.34437,0.01,395
MedicalRecord,OUTCOME_ACTIVITY,ACT_PW_COMP,1,17,0.02941,0.02058,0.025,0.01,396
MedicalRecord,OUTCOME_ACTIVITY,OUTCOME_CRITERIA,2,399,0.07143,0.82438,0.44791,0.01,397
MedicalRecord,OUTCOME_ACTIVITY,SHARED_LIST_GTTD,1,17,0.01099,0.00227,0.00663,0.01,398
MedicalRecord,SCH_EVENT_ACTION,ENCNTR_PRSNL_RELTN,1,5,0.0082,0.00065,0.00443,0.01,399
MedicalRecord,SCH_EVENT_ACTION,ENCOUNTER,6,180,0.01415,0.00354,0.00885,0.01,400
MedicalRecord,SCH_EVENT_ACTION,PERSON,1,5,0.00287,0.00008,0.00148,0.01,401
MedicalRecord,SCH_EVENT_ACTION,PM_WAIT_LIST_HIST,5,176,0.08197,0.10359,0.09278,0.01,402
MedicalRecord,SCH_EVENT_ACTION,PRSNL,5,28,0.01656,0.0004,0.00848,0.01,403
MedicalRecord,SCH_EVENT_ACTION,SCH_EVENT,32,757,0.35165,0.32281,0.33723,0.01,404
MedicalRecord,SCH_EVENT_ACTION,SCH_EVENT_ALIAS,6,180,0.09677,0.10545,0.10111,0.01,405
MedicalRecord,SCH_EVENT_ACTION,SCH_EVENT_PATIENT,16,550,0.20253,0.22467,0.2136,0.01,406
MedicalRecord,SCH_EVENT_ACTION,TRACKING_LOCATOR,1,1,0.01075,0.00052,0.00564,0.01,407
MedicalRecord,SCH_EVENT_ACTION,ORDERS,1,1,0.002,0.00006,0.00103,0.01,408
MedicalRecord,SCH_EVENT_ACTION,LONG_TEXT_REFERENCE,1,17,0.01266,0.00433,0.0085,0.01,409
MedicalRecord,SCH_EVENT_ACTION,PM_WAIT_LIST,10,351,0.12821,0.17991,0.15406,0.01,410
MedicalRecord,SCH_EVENT_ACTION,SCH_APPT_OPTION,10,351,0.13889,0.1883,0.1636,0.01,411
MedicalRecord,SCH_EVENT_ACTION,SCH_EVENT_ATTACH,8,34,0.09091,0.0139,0.05241,0.01,412
MedicalRecord,SCH_EVENT_ACTION,CLINICAL_EVENT,1,1,0.00375,0.00003,0.00189,0.01,413
MedicalRecord,SCH_EVENT_ACTION,SCH_APPT,13,893,0.12745,0.34896,0.23821,0.01,414
MedicalRecord,SCH_EVENT_ACTION,TRACKING_CHECKIN,1,1,0.0101,0.00044,0.00527,0.01,415
MedicalRecord,SCH_EVENT_ACTION,CODE_VALUE,2,2,0.00362,0.00003,0.00183,0.01,416
MedicalRecord,SCH_EVENT_ACTION,SCH_ENTRY,4,26,0.04082,0.01444,0.02763,0.01,417
MedicalRecord,SCH_EVENT_ACTION,SCH_LOCATION,1,4,0.01429,0.00216,0.00823,0.01,418
MedicalRecord,SCH_EVENT_ACTION,SCH_SUB_LIST,1,17,0.01515,0.00984,0.0125,0.01,419
MedicalRecord,SCH_EVENT_ACTION,TRACKING_EVENT,1,1,0.01124,0.00051,0.00588,0.01,420
MedicalRecord,SCH_EVENT_ACTION,CHARGE_EVENT,1,1,0.01136,0.00021,0.00579,0.01,421
MedicalRecord,SCH_EVENT_ACTION,SCH_TEMPLATE,1,17,0.01493,0.00974,0.01234,0.01,422
MedicalRecord,SCH_EVENT_ACTION,TRACKING_ITEM,1,1,0.00719,0.00014,0.00367,0.01,423
MedicalRecord,SCH_EVENT_ACTION,SCH_BOOKING,1,530,0.01333,0.28206,0.1477,0.01,424
MedicalRecord,SCH_EVENT_ACTION,SCH_SCHEDULE,2,548,0.02778,0.30176,0.16477,0.01,425
MedicalRecord,SCH_EVENT_ACTION,SCH_TEXT_LINK,1,17,0.01515,0.00968,0.01242,0.01,426
MedicalRecord,SCH_EVENT_ATTACH,CODE_VALUE_EXTENSION,1,7,0.00353,0.00026,0.0019,0.01,427
MedicalRecord,SCH_EVENT_ATTACH,ORDERS,3,138,0.00633,0.00925,0.00779,0.01,428
MedicalRecord,SCH_EVENT_ATTACH,ORDER_ACTION,1,7,0.00377,0.00109,0.00243,0.01,429
MedicalRecord,SCH_EVENT_ATTACH,ORDER_CATALOG_SYNONYM,2,3,0.0102,0.00062,0.00541,0.01,430
MedicalRecord,SCH_EVENT_ATTACH,ORDER_DETAIL,1,7,0.00893,0.00153,0.00523,0.01,431
MedicalRecord,SCH_EVENT_ATTACH,ORDER_RADIOLOGY,2,100,0.01389,0.03967,0.02678,0.01,432
MedicalRecord,SCH_EVENT_ATTACH,SCH_APPT_OPTION,2,3,0.03571,0.0023,0.01901,0.01,433
MedicalRecord,SCH_EVENT_ATTACH,SCH_EVENT,14,415,0.16471,0.23302,0.19887,0.01,434
MedicalRecord,SCH_EVENT_ATTACH,SCH_EVENT_ACTION,8,34,0.09091,0.0139,0.05241,0.01,435
MedicalRecord,SCH_EVENT_ATTACH,SCH_EVENT_PATIENT,2,3,0.02899,0.00144,0.01522,0.01,436
MedicalRecord,COND_EXPRESSION_COMP,COND_EXPRESSION,2,691,1,1,1,0.01,437
MedicalRecord,ENCNTR_ALIAS,CODE_VALUE,7,203,0.01201,0.00271,0.00736,0.01,438
MedicalRecord,ENCNTR_ALIAS,ENCOUNTER,21,389,0.0473,0.00706,0.02718,0.01,439
MedicalRecord,ENCNTR_ALIAS,ORDER_CATALOG,1,3,0.00431,0.00036,0.00234,0.01,440
MedicalRecord,ENCNTR_ALIAS,ORDER_CATALOG_SYNONYM,4,40,0.01581,0.00395,0.00988,0.01,441
MedicalRecord,ENCNTR_ALIAS,PERSON,13,67,0.03504,0.00095,0.018,0.01,442
MedicalRecord,ENCNTR_ALIAS,PERSON_ALIAS,3,6,0.01604,0.00019,0.00812,0.01,443
MedicalRecord,ENCNTR_ALIAS,TRACKING_PRV_RELN,1,4,0.00926,0.00064,0.00495,0.01,444
MedicalRecord,ENCNTR_ALIAS,ORDERS,3,11,0.00563,0.00054,0.00309,0.01,445
MedicalRecord,ENCNTR_ALIAS,ORDER_RADIOLOGY,6,47,0.03015,0.00592,0.01804,0.01,446
MedicalRecord,ENCNTR_ALIAS,ORGANIZATION,1,264,0.00641,0.02993,0.01817,0.01,447
MedicalRecord,ENCNTR_ALIAS,ORG_ALIAS_POOL_RELTN,1,144,0.0087,0.01812,0.01341,0.01,448
MedicalRecord,ENCNTR_ALIAS,RAD_FOL_UP_FIELD,2,32,0.02083,0.00519,0.01301,0.01,449
MedicalRecord,ENCNTR_ALIAS,TRACKING_ITEM,1,4,0.00575,0.00034,0.00305,0.01,450
MedicalRecord,ENCNTR_ALIAS,DIAGNOSIS,1,4,0.00855,0.00052,0.00454,0.01,451
MedicalRecord,ENCNTR_ALIAS,MAMMO_STUDY,2,32,0.0202,0.00519,0.0127,0.01,452
MedicalRecord,ENCNTR_ALIAS,TIME_ZONE_R,1,7,0.0099,0.00111,0.00551,0.01,453
MedicalRecord,ENCNTR_ALIAS,ORDER_ACTION,1,3,0.00309,0.00026,0.00168,0.01,454
MedicalRecord,ENCNTR_ALIAS,PHONE,1,8,0.00526,0.00067,0.00297,0.01,455
MedicalRecord,ENCNTR_ALIAS,PRSNL,1,4,0.00293,0.00005,0.00149,0.01,456
MedicalRecord,ENCNTR_ALIAS,RAD_REPORT,3,36,0.0219,0.00538,0.01364,0.01,457
MedicalRecord,ENCNTR_ALIAS,SCH_EVENT_DISP,1,115,0.00877,0.01682,0.0128,0.01,458
MedicalRecord,ENCNTR_ALIAS,ADDRESS,1,8,0.00585,0.00072,0.00329,0.01,459
MedicalRecord,ENCNTR_ALIAS,ALIAS_POOL,1,3,0.00935,0.00034,0.00485,0.01,460
MedicalRecord,ENCNTR_ALIAS,LOCATION,1,144,0.00671,0.01358,0.01015,0.01,461
MedicalRecord,ENCNTR_ALIAS,TRACK_REFERENCE,1,4,0.00909,0.00063,0.00486,0.01,462
MedicalRecord,ENCNTR_ALIAS,MAMMO_FOLLOW_UP,1,28,0.01053,0.00456,0.00755,0.01,463
MedicalRecord,ENCNTR_ALIAS,RAD_EXAM,1,4,0.00746,0.0006,0.00403,0.01,464
MedicalRecord,ENCNTR_ALIAS,SCH_EVENT_PATIENT,1,115,0.00775,0.01568,0.01172,0.01,465
MedicalRecord,ENCNTR_ALIAS,TRACKING_PRSNL,1,4,0.00877,0.00063,0.0047,0.01,466
MedicalRecord,PFT_HOLD_CRITERIA,ACCOUNT,1,465,0.05263,0.14065,0.09664,0.01,467
MedicalRecord,PFT_HOLD_CRITERIA,CODE_VALUE_GROUP,1,671,0.02857,0.25245,0.14051,0.01,468
MedicalRecord,PFT_HOLD_CRITERIA,ENCOUNTER,1,465,0.00267,0.00923,0.00595,0.01,469
MedicalRecord,PFT_HOLD_CRITERIA,PFT_ENCNTR,1,465,0.02564,0.07242,0.04903,0.01,470
MedicalRecord,PFT_HOLD_CRITERIA,PFT_HOLD,3,649,0.33333,0.37493,0.35413,0.01,471
MedicalRecord,CE_EVENT_ACTION,ENCOUNTER,1,4,0.00261,0.00008,0.00135,0.01,472
MedicalRecord,CE_EVENT_ACTION,PERSON,2,28,0.00664,0.00043,0.00354,0.01,473
MedicalRecord,CE_EVENT_ACTION,PRSNL,2,28,0.00772,0.00041,0.00407,0.01,474
MedicalRecord,CE_EVENT_ACTION,PRSNL_GROUP,2,28,0.08696,0.01019,0.04858,0.01,475
MedicalRecord,CE_EVENT_ACTION,SHARED_LIST_GTTD,2,5,0.02299,0.00067,0.01183,0.01,476
MedicalRecord,CE_EVENT_ACTION,V500_EVENT_SET_EXPLODE,2,28,0.04651,0.00435,0.02543,0.01,477
MedicalRecord,CHARGE,BE_ORG_RELTN,1,39,0.0303,0.01898,0.02464,0.01,478
MedicalRecord,CHARGE,BILLING_ENTITY,1,78,0.02703,0.03087,0.02895,0.01,479
MedicalRecord,CHARGE,BILL_ITEM_MODIFIER,1,396,0.03125,0.24812,0.13969,0.01,480
MedicalRecord,CHARGE,CHARGE_BATCH_DETAIL,1,1,0.04167,0.00088,0.02128,0.01,481
MedicalRecord,CHARGE,CHARGE_EVENT,4,160,0.08163,0.03901,0.06032,0.01,482
MedicalRecord,CHARGE,CODING,1,1,0.03448,0.00053,0.01751,0.01,483
MedicalRecord,CHARGE,ENCOUNTER,5,183,0.01285,0.00364,0.00825,0.01,484
MedicalRecord,CHARGE,INTERFACE_FILE,9,388,0.36,0.3204,0.3402,0.01,485
MedicalRecord,CHARGE,LOCATION,2,117,0.02597,0.02083,0.0234,0.01,486
MedicalRecord,CHARGE,NOMENCLATURE,1,396,0.0082,0.05029,0.02925,0.01,487
MedicalRecord,CHARGE,PFT_CHARGE,3,143,0.12,0.11808,0.11904,0.01,488
MedicalRecord,CHARGE,PFT_ENCNTR,4,144,0.07407,0.02258,0.04833,0.01,489
MedicalRecord,CHARGE,BILL_ITEM,1,396,0.025,0.14543,0.08522,0.01,490
MedicalRecord,CHARGE,CHARGE_MOD,3,513,0.10345,0.40974,0.2566,0.01,491
MedicalRecord,TASK_ACTIVITY,CLINICAL_EVENT,7,32,0.02083,0.00087,0.01085,0.01,492
MedicalRecord,TASK_ACTIVITY,ENCOUNTER,1,8,0.00198,0.00016,0.00107,0.01,493
MedicalRecord,TASK_ACTIVITY,ORDERS,10,435,0.01767,0.028,0.02284,0.01,494
MedicalRecord,TASK_ACTIVITY,ORDER_TASK,6,476,0.04082,0.21636,0.12859,0.01,495
MedicalRecord,TASK_ACTIVITY,PRSNL,7,422,0.01867,0.00607,0.01237,0.01,496
MedicalRecord,TASK_ACTIVITY,TASK_ACTIVITY_ASSIGNMENT,27,535,0.17197,0.28579,0.22888,0.01,497
